benchmark,reward,walltime,commandline
benchmark://cbench-v1/adpcm,0.7737430167597765,0.08904600143432617,opt -simple-loop-unswitch -consthoist -adce -mergereturn -loop-unroll-and-jam -float2int -loop-fusion -lower-constant-intrinsics -dse -loop-idiom -lowerinvoke -post-inline-ee-instrument -strip-debug-declare -add-discriminators -constprop -loop-unroll -lowerswitch -lower-guard-intrinsic -loop-versioning-licm -sroa -scalarizer -cross-dso-cfi -loop-simplifycfg -loop-interchange -partially-inline-libcalls -coro-cleanup -attributor -alignment-from-assumptions -adce -slsr -div-rem-pairs -loop-reroll -loop-unroll -lowerswitch -functionattrs input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.831858407079646,0.07244586944580078,opt -simple-loop-unswitch -newgvn -elim-avail-extern -constmerge -pgo-memop-opt -loop-instsimplify -reassociate -flattencfg -sroa -dce -simple-loop-unswitch -simple-loop-unswitch -globalopt -loop-sink -ipconstprop -called-value-propagation -coro-cleanup -loop-distribute -load-store-vectorizer -sancov -ee-instrument -strip-nondebug -constprop -strip-debug-declare input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.8809160305343512,0.6483185291290283,opt -jump-threading -dse -reassociate -strip-nondebug -callsite-splitting -ipconstprop -gvn -lower-constant-intrinsics -libcalls-shrinkwrap -post-inline-ee-instrument -div-rem-pairs -simplifycfg -loweratomic -lower-matrix-intrinsics -add-discriminators -loop-simplifycfg -slp-vectorizer -mergefunc -scalarizer -gvn-hoist -hotcoldsplit -mergeicmps -loop-rotate -reassociate -lower-expect -newgvn -speculative-execution -libcalls-shrinkwrap -loop-reroll -newgvn -sink -loop-rotate -functionattrs -correlated-propagation -inferattrs -loop-simplifycfg -globalopt -lowerinvoke -partially-inline-libcalls -float2int -name-anon-globals -prune-eh -prune-eh -inferattrs -scalarizer -sink -loop-unswitch -pgo-memop-opt -instsimplify -coro-early -barrier -partial-inliner -inline -constprop -scalarizer -speculative-execution -coro-early -barrier -globalsplit -strip-nondebug -separate-const-offset-from-gep -pgo-memop-opt -loop-rotate -instcombine -loop-sink -reassociate -loop-reroll -coro-split -lcssa -nary-reassociate -float2int -globalopt -forceattrs -flattencfg -jump-threading -slp-vectorizer -strip -nary-reassociate -div-rem-pairs -licm -separate-const-offset-from-gep -coro-early -slp-vectorizer -loop-versioning-licm -sink -prune-eh -loop-data-prefetch -elim-avail-extern -aggressive-instcombine -lower-expect -loop-instsimplify -loop-rotate -mldst-motion -early-cse-memssa -sroa -pgo-memop-opt -float2int -loop-reduce -load-store-vectorizer -strip-nondebug -name-anon-globals -inline -mergereturn -globaldce -loop-reduce -add-discriminators -simplifycfg -libcalls-shrinkwrap -slp-vectorizer -indvars -slp-vectorizer -strip-debug-declare -rewrite-statepoints-for-gc -strip-nondebug -name-anon-globals -strip-nondebug -loop-unroll -argpromotion -coro-split -callsite-splitting -early-cse -slsr -slsr -load-store-vectorizer -loop-distribute -loop-distribute -coro-early -separate-const-offset-from-gep -nary-reassociate -coro-early -coro-split input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.9085299172004374,0.9366252422332764,opt -loop-versioning -simplifycfg -loop-unroll-and-jam -loop-deletion -consthoist -gvn -correlated-propagation -sink -libcalls-shrinkwrap -gvn -mem2reg -coro-elide -instnamer -flattencfg -loop-interchange -die -loop-simplifycfg -instsimplify -mldst-motion -libcalls-shrinkwrap -loop-versioning -ipsccp -loop-instsimplify -post-inline-ee-instrument -partially-inline-libcalls -jump-threading -float2int -nary-reassociate -lower-constant-intrinsics -nary-reassociate -functionattrs -insert-gcov-profiling -forceattrs -attributor -coro-elide -functionattrs input.bc -o output.bc
benchmark://cbench-v1/crc32,0.953125,0.036638736724853516,opt -guard-widening -lower-constant-intrinsics -name-anon-globals -instnamer -sroa -coro-elide -mldst-motion -gvn -indvars -globalopt -loop-simplifycfg -strip-debug-declare -slp-vectorizer -sroa -slsr -loop-simplifycfg input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.3571428571428571,0.6094346046447754,opt -loop-sink -ipsccp -partial-inliner -loop-sink -gvn-hoist -loop-versioning-licm -correlated-propagation -guard-widening -consthoist -adce -slsr -mergereturn -loweratomic -always-inline -insert-gcov-profiling -mldst-motion -add-discriminators -barrier -prune-eh -sink -insert-gcov-profiling -loweratomic -gvn-hoist -post-inline-ee-instrument -mergeicmps -infer-address-spaces -rewrite-statepoints-for-gc -loop-simplifycfg -instcombine -strip-nondebug -gvn -lower-constant-intrinsics -loop-deletion -lower-guard-intrinsic -prune-eh -instcombine -sancov -mldst-motion -infer-address-spaces -constprop -lcssa -gvn -gvn -ipsccp -sroa -post-inline-ee-instrument -loop-sink -lower-guard-intrinsic -loop-simplifycfg -coro-cleanup -instsimplify -sroa -consthoist -forceattrs -gvn -loop-simplifycfg -dce -sroa -coro-early -mldst-motion -loop-guard-widening -loop-guard-widening -partially-inline-libcalls -early-cse-memssa -loop-predication -adce -gvn-hoist -loop-simplify -lower-guard-intrinsic -coro-split -add-discriminators -strip-dead-prototypes -post-inline-ee-instrument -loweratomic -mem2reg -separate-const-offset-from-gep -loop-reduce -loop-simplifycfg -redundant-dbg-inst-elim -called-value-propagation -name-anon-globals -always-inline -coro-elide -nary-reassociate -div-rem-pairs -correlated-propagation -dce -mem2reg -slp-vectorizer -float2int -mem2reg -ipsccp -deadargelim -separate-const-offset-from-gep -separate-const-offset-from-gep -break-crit-edges -deadargelim -loop-data-prefetch -mldst-motion -jump-threading -canonicalize-aliases -add-discriminators -scalarizer -rpo-functionattrs -rpo-functionattrs -post-inline-ee-instrument -loop-interchange -instcombine -load-store-vectorizer -gvn -indvars -licm -rpo-functionattrs -globaldce -loop-reduce -strip -loop-predication -inferattrs -gvn -nary-reassociate -reassociate -reassociate -nary-reassociate -called-value-propagation -called-value-propagation -globalsplit -loop-sink -loop-data-prefetch -lower-constant-intrinsics -slp-vectorizer -float2int -libcalls-shrinkwrap -called-value-propagation -memcpyopt -loop-unroll-and-jam -sroa -sink -slp-vectorizer -loop-versioning -instcombine -strip-dead-prototypes -forceattrs -lower-matrix-intrinsics -newgvn -cross-dso-cfi -functionattrs -slp-vectorizer -barrier -loop-unroll-and-jam -callsite-splitting -slsr -float2int -lower-constant-intrinsics -sancov -adce -adce -float2int -sroa -mem2reg -globalopt -slsr -loop-unswitch -reassociate -sink -ipsccp -consthoist -lower-expect -load-store-vectorizer -loop-unroll-and-jam -mergeicmps -inferattrs -loweratomic -mergeicmps -called-value-propagation -post-inline-ee-instrument -prune-eh -nary-reassociate -name-anon-globals -sccp -rewrite-statepoints-for-gc -guard-widening -lower-guard-intrinsic -sccp -simplifycfg -nary-reassociate -called-value-propagation -add-discriminators -sancov -loop-predication -called-value-propagation -loop-fusion -constprop -prune-eh -separate-const-offset-from-gep -loop-unswitch -mldst-motion -aggressive-instcombine -sancov -mergereturn -loop-rotate -functionattrs -strip-nondebug -deadargelim -functionattrs -inline -argpromotion -partial-inliner -loop-unroll-and-jam -adce -forceattrs -die -cross-dso-cfi -instsimplify -instsimplify -coro-cleanup -loop-unswitch -pgo-memop-opt -reassociate -partially-inline-libcalls -loop-sink -instsimplify -correlated-propagation -loop-versioning -slp-vectorizer -sancov -functionattrs -callsite-splitting -lower-guard-intrinsic -lowerswitch -constprop -mldst-motion -mldst-motion -deadargelim -functionattrs -libcalls-shrinkwrap -nary-reassociate -loop-simplify -lower-matrix-intrinsics -loop-rotate -nary-reassociate -constmerge -prune-eh -name-anon-globals -functionattrs -sink -name-anon-globals -loop-versioning -mldst-motion -loop-rotate -called-value-propagation -sink -globalopt -libcalls-shrinkwrap -prune-eh -licm -loop-sink -gvn-hoist -globalopt -globalopt -partial-inliner -sroa -loop-versioning -adce -loop-sink -loop-sink -ipconstprop -sroa -loop-unroll-and-jam -early-cse -tailcallelim -flattencfg -deadargelim -memcpyopt -post-inline-ee-instrument -canonicalize-aliases -loop-instsimplify -lower-expect -strip-nondebug -globalsplit -early-cse -libcalls-shrinkwrap -hotcoldsplit -licm -jump-threading input.bc -o output.bc
benchmark://cbench-v1/ghostscript,0.8652778627689242,10.18926477432251,opt -canonicalize-aliases -guard-widening -strip-debug-declare -loop-distribute -callsite-splitting -loop-reroll -constmerge -gvn-hoist -attributor -elim-avail-extern -loop-reduce -die -memcpyopt -constprop -early-cse-memssa -aggressive-instcombine -name-anon-globals -dce -constprop -coro-cleanup -slp-vectorizer -loop-versioning-licm -deadargelim -mem2reg -loop-idiom -prune-eh -globalopt -insert-gcov-profiling -strip -slp-vectorizer -post-inline-ee-instrument -mem2reg -tailcallelim -sink -break-crit-edges -libcalls-shrinkwrap -loop-guard-widening -loop-reduce -jump-threading -reassociate -ipconstprop -sccp -loop-rotate -strip-dead-prototypes input.bc -o output.bc
benchmark://cbench-v1/gsm,0.6601095617529877,2.5319292545318604,opt -loop-reduce -simplifycfg -strip-debug-declare -lower-matrix-intrinsics -strip-nondebug -barrier -callsite-splitting -libcalls-shrinkwrap -consthoist -loop-data-prefetch -guard-widening -flattencfg -lower-widenable-condition -constmerge -consthoist -loop-sink -nary-reassociate -loop-sink -lower-widenable-condition -sink -correlated-propagation -aggressive-instcombine -sroa -jump-threading -reassociate -slsr -instnamer -rpo-functionattrs -mldst-motion -mergefunc -loop-predication -early-cse -post-inline-ee-instrument -sink -globalopt -strip-dead-prototypes -lowerinvoke -slsr -loop-unswitch -coro-split -forceattrs -lower-constant-intrinsics -lcssa -name-anon-globals -functionattrs -forceattrs -adce -loop-vectorize -aggressive-instcombine -guard-widening -rewrite-statepoints-for-gc -ee-instrument -mergefunc -separate-const-offset-from-gep -div-rem-pairs -jump-threading -loop-reroll -tailcallelim -aggressive-instcombine -separate-const-offset-from-gep -strip-debug-declare -add-discriminators -loop-unswitch -indvars -reassociate -guard-widening -mergeicmps -float2int -cross-dso-cfi -loop-simplifycfg -libcalls-shrinkwrap -lowerswitch -barrier -inferattrs -attributor -gvn -instsimplify -slp-vectorizer -loweratomic -consthoist -infer-address-spaces -slp-vectorizer -elim-avail-extern -lower-expect -memcpyopt -deadargelim -instcombine -early-cse -mldst-motion -inject-tli-mappings -loop-rotate -name-anon-globals -memcpyopt -correlated-propagation -lower-constant-intrinsics -lower-expect -die -loop-reduce -jump-threading -loop-deletion -loop-reroll -always-inline -correlated-propagation -instcombine -loop-fusion -correlated-propagation -ee-instrument -ipconstprop -slsr -early-cse -partial-inliner -loop-rotate -always-inline -loop-load-elim -lower-expect -sroa -correlated-propagation -globaldce -globalopt -globalopt -lowerswitch -licm -lowerinvoke -loop-unroll-and-jam -inferattrs -inferattrs -attributor -inline -add-discriminators -sancov -elim-avail-extern -callsite-splitting -float2int -constprop -sink -coro-elide -loop-vectorize -sccp -instsimplify -cross-dso-cfi -globalopt -simple-loop-unswitch -elim-avail-extern -sroa -loweratomic -early-cse -ipconstprop -early-cse-memssa -inferattrs -reassociate -mergereturn -ee-instrument -mergereturn -loop-data-prefetch -load-store-vectorizer -loop-predication -coro-split -slp-vectorizer -slp-vectorizer -sink -argpromotion -aggressive-instcombine -sccp -forceattrs -globalopt -post-inline-ee-instrument -ipsccp -strip-nondebug -instcombine -canonicalize-aliases -lower-matrix-intrinsics -aggressive-instcombine -lower-expect -slp-vectorizer -name-anon-globals -strip-debug-declare -functionattrs -loweratomic -gvn -prune-eh -break-crit-edges -slsr -lowerswitch -sroa -prune-eh -sancov -prune-eh -bdce -strip-nondebug -loop-predication -load-store-vectorizer -div-rem-pairs -correlated-propagation -strip-nondebug -simplifycfg -coro-early -loop-instsimplify -sroa -loop-reroll -argpromotion -argpromotion -loop-simplifycfg -nary-reassociate -pgo-memop-opt -indvars -loop-simplify -loop-distribute -loop-unroll-and-jam -loop-distribute -scalarizer -coro-elide -simple-loop-unswitch -post-inline-ee-instrument -partially-inline-libcalls -licm -rewrite-statepoints-for-gc -hotcoldsplit -float2int -inline -constmerge -aggressive-instcombine -globalsplit -inferattrs -adce -rewrite-statepoints-for-gc -separate-const-offset-from-gep -aggressive-instcombine -reassociate -reassociate -sccp -mldst-motion -instnamer -loop-unroll-and-jam -gvn -slp-vectorizer -slp-vectorizer -load-store-vectorizer -loop-distribute -strip-debug-declare -mldst-motion -loweratomic -pgo-memop-opt -loop-sink -indvars -globalsplit -barrier -ipconstprop -constprop -separate-const-offset-from-gep -tailcallelim -insert-gcov-profiling -aggressive-instcombine -slsr -coro-split -inferattrs -irce -loop-versioning -rpo-functionattrs -loop-simplify -coro-split -post-inline-ee-instrument -correlated-propagation -guard-widening -coro-split -strip-nondebug -sancov -guard-widening -break-crit-edges -lower-guard-intrinsic -inferattrs -name-anon-globals -coro-split -loop-rotate -loop-data-prefetch -strip -insert-gcov-profiling -coro-early input.bc -o output.bc
benchmark://cbench-v1/ispell,0.7743842364532021,0.46546363830566406,opt -coro-cleanup -aggressive-instcombine -ipsccp -guard-widening -pgo-memop-opt -name-anon-globals -div-rem-pairs -called-value-propagation -constprop -coro-cleanup -attributor -ipconstprop -correlated-propagation -mergefunc -rewrite-statepoints-for-gc -ipconstprop -loop-guard-widening -newgvn -gvn -sancov -correlated-propagation -instsimplify -bdce -coro-early -correlated-propagation -correlated-propagation -prune-eh -loop-unroll-and-jam -coro-cleanup -mem2reg -correlated-propagation -strip-nondebug input.bc -o output.bc
benchmark://cbench-v1/jpeg-c,0.8869702700189104,3.9647374153137207,opt -loop-rotate -loop-vectorize -sink -coro-early -rpo-functionattrs -mergefunc -slsr -nary-reassociate -guard-widening -bdce -simple-loop-unswitch -callsite-splitting -globalsplit -lower-matrix-intrinsics -rpo-functionattrs -loop-unroll-and-jam -mldst-motion -insert-gcov-profiling -lcssa -sink -prune-eh -nary-reassociate -gvn-hoist -prune-eh -strip -memcpyopt -coro-elide -loop-guard-widening -strip-debug-declare -globaldce -loop-versioning-licm -hotcoldsplit -constprop -newgvn -sccp -break-crit-edges -post-inline-ee-instrument -lower-guard-intrinsic -barrier -rewrite-statepoints-for-gc -elim-avail-extern -partially-inline-libcalls -loop-interchange -pgo-memop-opt -libcalls-shrinkwrap -sancov -post-inline-ee-instrument -strip-nondebug -ipsccp -jump-threading -globalsplit -newgvn -loop-simplify -speculative-execution -nary-reassociate -strip -elim-avail-extern -coro-early -prune-eh -mldst-motion -instnamer -loop-instsimplify -constmerge -always-inline -functionattrs -nary-reassociate -coro-split -loop-reroll -aggressive-instcombine -infer-address-spaces -mem2reg -div-rem-pairs -loop-reduce -mergefunc -separate-const-offset-from-gep -ee-instrument -nary-reassociate -reassociate -aggressive-instcombine -canonicalize-aliases -prune-eh -correlated-propagation -aggressive-instcombine -nary-reassociate -coro-cleanup -sink -strip-debug-declare -lower-constant-intrinsics -insert-gcov-profiling -loop-versioning-licm -mem2reg -loop-unroll-and-jam -lower-expect -early-cse-memssa -gvn -globalopt -instnamer -nary-reassociate input.bc -o output.bc
